camera_matrix,dist_coeff
"[[ 284.11962891    0.          313.91768214]
 [   0.          284.6050415   242.98847269]
 [   0.            0.            1.        ]]",[[-0.38762883  0.10970692 -0.00165442 -0.0013712  -0.0070191 ]]
